 reading input parameter from Param.in
  meteorologic parameters
  canopy parameters
  interception parameters
  snow parameters
  leaf parameters affecting PE
  soil parameters
  i1=            1 i2=           13
  flow parameters
  integration specifications
  heat flow
 in\Param.in closed
 in\Climate.in opened
 begin day loop

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
21. 6.2001  425.   0.00   0.00    0.0   2.9   0.9   0.0   0.5   2.4      -0.126
22. 6.2001  429.   1.35   0.00    6.4   1.8   0.9   0.0   0.2   0.3       0.131
23. 6.2001  427.   0.00   0.00    0.0   0.7   0.9   0.0   0.2   0.6      -0.141

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
24. 6.2001  423.   0.00   0.00    0.0   4.1   0.8   0.0   0.4   3.8      -0.107
25. 6.2001  418.   0.00   0.00    0.0   4.3   0.6   0.0   0.5   3.9      -0.037
26. 6.2001  413.   0.04   0.00    0.1   4.4   0.5   0.0   0.5   3.9      -0.025
27. 6.2001  408.   0.00   0.00    0.0   4.0   0.4   0.0   0.6   3.5      -0.042
28. 6.2001  406.   0.00   0.00    0.0   2.1   0.4   0.0   0.3   1.8      -0.074
29. 6.2001  403.   0.00   0.00    0.0   3.0   0.3   0.0   0.4   2.6      -0.032
30. 6.2001  422.   1.78   0.00   23.4   3.8   0.4   0.0   0.3   1.7       0.007
 1. 7.2001  420.   0.00   0.00    0.0   1.9   0.6   0.0   0.3   1.6      -0.131
 2. 7.2001  416.   0.00   0.00    0.0   3.1   0.6   0.0   0.4   2.7      -0.080
 3. 7.2001  412.   0.04   0.00    0.1   4.0   0.5   0.0   0.5   3.5      -0.048
 4. 7.2001  407.   0.00   0.00    0.0   4.3   0.4   0.0   0.8   3.6       0.020
 5. 7.2001  401.   0.00   0.00    0.0   5.2   0.3   0.0   0.7   4.5       0.032
 6. 7.2001  396.   0.00   0.00    0.0   5.2   0.3   0.0   0.8   4.5      -0.027
 7. 7.2001  394.   1.11   0.00    3.1   4.9   0.2   0.0   0.7   3.2      -0.032
 8. 7.2001  410.   0.44   0.00   17.0   0.5   0.3   0.0   0.1   0.1       0.037
 9. 7.2001  417.   0.73   0.00    8.4   0.8   0.5   0.0   0.1   0.0      -0.025
10. 7.2001  417.   2.12   0.00    4.2   4.1   0.5   0.0   0.4   1.7       0.030
11. 7.2001  414.   0.00   0.00    0.0   2.7   0.5   0.0   0.6   2.2      -0.054
12. 7.2001  412.   0.55   0.00    1.5   2.5   0.5   0.0   0.5   1.6      -0.117
13. 7.2001  414.   1.99   0.00    5.9   3.8   0.5   0.0   0.5   1.4       0.147

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
14. 7.2001  417.   1.27   0.00    5.6   1.8   0.5   0.0   0.2   0.4       0.051
15. 7.2001  419.   1.38   0.00    4.2   2.0   0.6   0.0   0.2   0.5       0.134
16. 7.2001  418.   0.35   0.00    1.0   1.1   0.6   0.0   0.1   0.7      -0.072
17. 7.2001  417.   0.68   0.00    1.9   2.5   0.6   0.0   0.3   1.5      -0.092
18. 7.2001  415.   0.31   0.00    0.9   2.4   0.5   0.0   0.4   1.7      -0.123
19. 7.2001  414.   0.48   0.00    1.3   1.7   0.5   0.0   0.3   1.0      -0.086
20. 7.2001  416.   1.48   0.00    5.1   2.4   0.5   0.0   0.3   0.7       0.130
21. 7.2001  413.   0.09   0.00    0.2   3.2   0.5   0.0   0.4   2.7      -0.059
22. 7.2001  409.   0.00   0.00    0.0   3.1   0.4   0.0   0.3   2.8      -0.075
23. 7.2001  405.   0.00   0.00    0.0   3.9   0.4   0.0   0.4   3.5      -0.001
24. 7.2001  401.   0.00   0.00    0.0   3.8   0.3   0.0   0.4   3.4      -0.006
25. 7.2001  397.   0.00   0.00    0.0   4.2   0.3   0.0   0.4   3.8       0.024
26. 7.2001  392.   0.00   0.00    0.0   4.6   0.2   0.0   0.4   4.2      -0.006
27. 7.2001  386.   0.00   0.00    0.0   5.1   0.2   0.0   0.5   4.7       0.063
28. 7.2001  382.   0.00   0.00    0.0   4.6   0.2   0.0   0.5   4.1       0.022
29. 7.2001  377.   0.00   0.00    0.0   4.3   0.1   0.0   0.5   3.9       0.031
30. 7.2001  373.   0.00   0.00    0.0   4.4   0.1   0.0   0.6   3.9       0.051
31. 7.2001  369.   0.04   0.00    0.1   4.1   0.1   0.0   0.7   3.5       0.032
 1. 8.2001  366.   0.04   0.00    0.1   2.8   0.1   0.0   0.4   2.5       0.017
 2. 8.2001  361.   0.00   0.00    0.0   4.1   0.1   0.0   0.9   3.5       0.018

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
 3. 8.2001  367.   1.77   0.00    8.5   3.2   0.1   0.0   0.4   1.1       0.006
 4. 8.2001  368.   1.41   0.00    3.9   2.1   0.1   0.0   0.2   0.6       0.026
 5. 8.2001  372.   1.42   0.00    5.7   2.2   0.1   0.0   0.2   0.6      -0.009
 6. 8.2001  386.   0.79   0.00   15.6   1.1   0.1   0.0   0.1   0.2       0.006
 7. 8.2001  393.   1.63   0.00    9.2   1.9   0.2   0.0   0.2   0.2      -0.001
 8. 8.2001  394.   1.11   0.00    3.1   2.2   0.2   0.0   0.3   0.8       0.049
 9. 8.2001  401.   1.39   0.00    9.6   2.2   0.2   0.0   0.2   0.6      -0.041
10. 8.2001  402.   1.01   0.00    2.8   1.7   0.3   0.0   0.2   0.6       0.043
11. 8.2001  400.   0.00   0.00    0.0   1.8   0.3   0.0   0.3   1.5      -0.075
12. 8.2001  400.   1.01   0.00    2.8   2.7   0.3   0.0   0.4   1.4      -0.040
13. 8.2001  399.   0.06   0.00    0.2   0.6   0.3   0.0   0.2   0.4      -0.050
14. 8.2001  395.   0.03   0.00    0.1   3.7   0.3   0.0   0.4   3.3       0.004
15. 8.2001  392.   0.81   0.00    2.2   5.1   0.2   0.0   0.5   3.8       0.013
16. 8.2001  389.   0.19   0.00    0.5   3.6   0.2   0.0   0.5   2.9      -0.014
17. 8.2001  385.   0.00   0.00    0.0   3.3   0.2   0.0   0.3   2.9       0.009
18. 8.2001  382.   0.00   0.00    0.0   3.1   0.2   0.0   0.6   2.6       0.017
19. 8.2001  380.   0.39   0.00    1.1   2.9   0.1   0.0   0.5   2.1      -0.035
20. 8.2001  380.   0.44   0.00    1.2   1.7   0.1   0.0   0.2   1.1      -0.053
21. 8.2001  378.   0.04   0.00    0.1   2.0   0.1   0.0   0.2   1.7      -0.044
22. 8.2001  374.   0.00   0.00    0.0   3.0   0.1   0.0   0.4   2.6       0.020

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
23. 8.2001  371.   0.00   0.00    0.0   3.6   0.1   0.0   0.5   3.2       0.005
24. 8.2001  367.   0.00   0.00    0.0   3.2   0.1   0.0   0.3   3.0      -0.002
25. 8.2001  375.   1.92   0.00   12.1   4.3   0.1   0.0   0.3   2.1       0.004
26. 8.2001  372.   0.24   0.00    0.7   3.7   0.1   0.0   0.4   3.1       0.023
27. 8.2001  375.   1.41   0.00    5.3   2.1   0.1   0.0   0.2   0.5      -0.024
28. 8.2001  373.   0.04   0.00    0.1   1.8   0.1   0.0   0.3   1.5      -0.032
29. 8.2001  371.   0.00   0.00    0.0   2.2   0.1   0.0   0.3   1.9       0.004
30. 8.2001  370.   0.99   0.00    2.8   3.6   0.1   0.0   0.5   2.2      -0.040
31. 8.2001  368.   0.00   0.00    0.0   1.9   0.1   0.0   0.3   1.7      -0.012
 1. 9.2001  367.   0.00   0.00    0.0   1.1   0.1   0.0   0.2   0.9      -0.028
 2. 9.2001  368.   1.07   0.00    3.0   1.8   0.1   0.0   0.2   0.6       0.034
 3. 9.2001  382.   0.35   0.00   14.9   0.5   0.1   0.0   0.1   0.1       0.002
 4. 9.2001  404.   1.11   0.00   23.5   1.2   0.2   0.0   0.1   0.0      -0.006
 5. 9.2001  414.   1.45   0.00   11.4   1.6   0.4   0.0   0.1   0.1      -0.033
 6. 9.2001  414.   0.82   0.00    1.8   1.0   0.5   0.0   0.1   0.1       0.099
 7. 9.2001  441.   0.14   0.00   29.3   0.2   0.9   0.0   0.0   0.0       0.010
 8. 9.2001  445.   1.98   0.00    7.0   2.1   2.0   0.0   0.2   0.0       0.160
 9. 9.2001  459.   0.72   0.00   18.7   0.8   3.8   0.0   0.1   0.0       0.144
10. 9.2001  461.   0.39   0.00   10.8   0.4   7.4   0.0   0.0   0.0       0.164
11. 9.2001  460.   1.02   0.00    8.2   1.1   8.1   0.0   0.1   0.0      -0.085

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
12. 9.2001  457.   1.36   0.00    3.7   1.5   6.3   0.0   0.1   0.0      -0.211
13. 9.2001  461.   1.10   0.00   12.7   1.2   6.8   0.0   0.1   0.1       0.207
14. 9.2001  458.   0.89   0.00    5.4   1.0   7.2   0.0   0.1   0.0      -0.182
15. 9.2001  459.   0.77   0.00    7.3   0.8   6.3   0.0   0.1   0.0       0.049
16. 9.2001  458.   0.83   0.00    6.3   0.9   6.1   0.0   0.1   0.0      -0.080
17. 9.2001  453.   0.59   0.00    0.1   1.0   4.8   0.0   0.1   0.3      -0.220
18. 9.2001  449.   0.00   0.00    0.0   1.2   3.3   0.0   0.2   1.0      -0.188
19. 9.2001  457.   1.43   0.00   14.0   2.0   3.9   0.0   0.3   0.4       0.194
20. 9.2001  466.   0.11   0.00   22.3   0.1  12.1   0.0   0.0   0.0       0.292
21. 9.2001  465.   0.16   0.00   18.0   0.2  18.3   0.0   0.0   0.0      -0.094
22. 9.2001  464.   0.37   0.00   12.4   0.4  14.0   0.0   0.0   0.0      -0.161
23. 9.2001  456.   0.78   0.00    0.1   1.1   7.5   0.0   0.1   0.3      -0.271
24. 9.2001  452.   0.04   0.00    0.1   0.8   4.2   0.0   0.2   0.7      -0.203
25. 9.2001  448.   0.08   0.00    0.2   0.8   3.0   0.0   0.1   0.7      -0.177
26. 9.2001  451.   1.13   0.00    7.7   1.7   3.0   0.0   0.1   0.5       0.145
27. 9.2001  459.   0.41   0.00   14.0   0.5   4.7   0.0   0.1   0.0       0.208
28. 9.2001  454.   0.58   0.00    0.0   0.6   5.2   0.0   0.1   0.0      -0.229
29. 9.2001  454.   1.39   0.00    6.5   1.9   4.2   0.0   0.2   0.4       0.078
30. 9.2001  452.   0.40   0.00    2.0   0.5   3.9   0.0   0.1   0.1      -0.166
 1.10.2001  455.   0.88   0.00    9.0   0.9   4.1   0.0   0.1   0.0       0.186

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
 2.10.2001  455.   1.79   0.00    5.4   2.0   4.6   0.0   0.2   0.1      -0.081
 3.10.2001  455.   0.25   0.00    5.2   0.3   4.4   0.0   0.0   0.1      -0.073
 4.10.2001  450.   0.72   0.00    0.0   1.4   3.7   0.0   0.2   0.6      -0.194
 5.10.2001  447.   0.00   0.00    0.0   0.6   2.8   0.0   0.1   0.5      -0.171
 6.10.2001  444.   0.08   0.00    0.2   0.8   2.3   0.0   0.1   0.6      -0.161
 7.10.2001  442.   0.04   0.00    0.1   0.2   2.0   0.0   0.1   0.2      -0.124
 8.10.2001  442.   0.62   0.00    1.8   0.8   1.8   0.0   0.1   0.1      -0.098
 9.10.2001  440.   0.00   0.00    0.0   0.5   1.7   0.0   0.2   0.4      -0.137
10.10.2001  437.   0.00   0.00    0.0   1.0   1.5   0.0   0.3   0.7      -0.135
11.10.2001  436.   0.00   0.00    0.0   0.3   1.4   0.0   0.1   0.1      -0.098
12.10.2001  433.   0.00   0.00    0.0   1.2   1.2   0.0   0.2   1.0      -0.132
13.10.2001  431.   0.00   0.00    0.0   1.3   1.1   0.0   0.2   1.1      -0.138
14.10.2001  429.   0.00   0.00    0.0   1.6   1.0   0.0   0.3   1.3      -0.150
15.10.2001  427.   0.00   0.00    0.0   0.7   0.9   0.0   0.2   0.5      -0.140
16.10.2001  426.   0.00   0.00    0.0   0.6   0.8   0.0   0.2   0.5      -0.127
17.10.2001  425.   0.00   0.00    0.0   0.5   0.8   0.0   0.2   0.4      -0.107
18.10.2001  424.   0.00   0.00    0.0   0.4   0.8   0.0   0.1   0.3      -0.105
19.10.2001  422.   0.00   0.00    0.0   0.7   0.7   0.0   0.2   0.5      -0.142
20.10.2001  421.   0.00   0.00    0.0   0.8   0.7   0.0   0.3   0.5      -0.134
21.10.2001  420.   0.00   0.00    0.0   0.3   0.6   0.0   0.1   0.2      -0.071

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
22.10.2001  419.   0.00   0.00    0.0   0.3   0.6   0.0   0.1   0.2      -0.072
23.10.2001  421.   0.78   0.00    3.2   1.0   0.6   0.0   0.1   0.1       0.121
24.10.2001  426.   0.29   0.00    7.2   0.3   0.7   0.0   0.0   0.0       0.038
25.10.2001  429.   0.23   0.00    3.5   0.2   0.9   0.0   0.0   0.0       0.146
26.10.2001  428.   0.38   0.00    0.0   0.4   0.9   0.0   0.0   0.0      -0.099
27.10.2001  434.   0.13   0.00    7.9   0.1   1.0   0.0   0.0   0.0       0.062
28.10.2001  433.   0.09   0.00    0.0   0.1   1.2   0.0   0.0   0.0      -0.088
29.10.2001  432.   0.52   0.00    0.2   0.6   1.1   0.0   0.1   0.0      -0.084
30.10.2001  430.   0.02   0.00    0.1   1.0   1.0   0.0   0.6   0.6      -0.133
31.10.2001  431.   0.53   0.00    2.3   0.9   1.0   0.0   0.2   0.1       0.074
 1.11.2001  432.   0.30   0.00    2.8   0.4   1.0   0.0   0.1   0.0       0.089
 2.11.2001  431.   0.32   0.00    0.0   0.4   1.0   0.0   0.1   0.0      -0.091
 3.11.2001  430.   0.00   0.00    0.0   0.2   1.0   0.0   0.1   0.1      -0.105
 4.11.2001  429.   0.16   0.00    0.8   0.3   0.9   0.0   0.1   0.1      -0.079
 5.11.2001  428.   0.00   0.00    0.0   0.3   0.9   0.0   0.2   0.2      -0.110
 6.11.2001  435.   0.45   0.00    9.2   0.5   1.1   0.0   0.1   0.0       0.059
 7.11.2001  449.   0.03   0.00   15.9   0.0   1.9   0.0   0.0   0.0       0.038
 8.11.2001  457.   0.33   0.00   12.1   0.3   3.9   0.0   0.0   0.0       0.191
 9.11.2001  453.   0.40   0.00    0.1   0.4   4.4   0.0   0.1   0.0      -0.207
10.11.2001  449.   0.00   0.00    0.0   0.1   3.3   0.0   0.1   0.0      -0.179

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
11.11.2001  448.   0.48   1.44    3.4   0.5   2.8   0.0   0.1   0.0      -0.123
12.11.2001  458.   0.04   0.00   12.7  -0.1   4.0   0.0   0.0   0.0       0.192
13.11.2001  454.   0.48   0.00    0.6   0.5   4.8   0.0   0.1   0.0      -0.211
14.11.2001  450.   0.01   0.00    0.1   0.0   3.6   0.0   0.1   0.0      -0.181
15.11.2001  448.   0.02   0.00    0.2   0.0   2.9   0.0   0.1   0.0      -0.150
16.11.2001  446.   0.05   0.00    0.4   0.1   2.5   0.0   0.0   0.0      -0.127
17.11.2001  444.   0.05   0.00    0.8   0.1   2.2   0.0   0.0   0.0      -0.123
18.11.2001  443.   0.11   0.00    0.3   0.2   2.0   0.0   0.0   0.0      -0.125
19.11.2001  442.  -0.06   0.00    1.7  -0.1   1.9   0.0   0.0   0.0      -0.057
20.11.2001  441.   0.04   0.00    0.8   0.0   1.8   0.0   0.0   0.0      -0.110
21.11.2001  446.   0.55   0.00    7.4   0.6   2.0   0.0   0.1   0.0       0.166
22.11.2001  453.   0.13   0.00   10.5   0.1   3.0   0.0   0.1   0.0       0.186
23.11.2001  451.  -0.06   1.04    2.3  -0.1   3.5   0.0  -0.1   0.0      -0.153
24.11.2001  453.  -0.08   0.00    4.5  -0.2   3.5   0.0  -0.1   0.0       0.144
25.11.2001  457.   0.03   0.00    9.4   0.0   4.6   0.0   0.0   0.0       0.205
26.11.2001  455.   0.03   0.00    2.5   0.0   5.0   0.0   0.0   0.0      -0.163
27.11.2001  456.  -0.04   0.00    5.1  -0.1   4.6   0.0  -0.1   0.0       0.079
28.11.2001  455.  -0.01   0.00    3.3  -0.1   4.5   0.0  -0.1   0.0      -0.102
29.11.2001  458.  -0.05   0.00    9.3  -0.1   5.3   0.0  -0.1   0.0       0.201
30.11.2001  456.  -0.06   0.00    3.0  -0.1   5.6   0.0  -0.1   0.0      -0.162

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
 1.12.2001  458.  -0.05   0.00    7.7  -0.1   5.6   0.0  -0.1   0.0       0.150
 2.12.2001  454.  -0.02   0.00    0.1  -0.1   4.9   0.0  -0.1   0.0      -0.223
 3.12.2001  451.  -0.02   0.00    0.4  -0.1   3.6   0.0  -0.1   0.0      -0.165
 4.12.2001  455.   0.06   0.00    8.6  -0.1   3.9   0.0   0.0   0.0       0.196
 5.12.2001  461.   0.07   0.00   12.8   0.0   6.6   0.0   0.0   0.0       0.229
 6.12.2001  457.   0.02   0.00    2.4   0.0   6.8   0.0   0.0   0.0      -0.217
 7.12.2001  453.   0.06   0.00    0.0   0.0   4.6   0.0  -0.1   0.0      -0.213
 8.12.2001  450.   0.02   0.00    0.0   0.0   3.4   0.0   0.0   0.0      -0.177
 9.12.2001  447.   0.12   0.00    0.0   0.1   2.8   0.0   0.0   0.0      -0.151
10.12.2001  445.   0.22   0.00    0.2   0.2   2.4   0.0   0.0   0.0      -0.121
11.12.2001  444.   0.01   0.00    0.4   0.0   2.1   0.0   0.0   0.0      -0.116
12.12.2001  444.  -0.04   0.00    2.1   0.0   2.0   0.0  -0.1   0.0      -0.006
13.12.2001  442.   0.20   0.00    0.1   0.2   1.9   0.0   0.1   0.0      -0.120
14.12.2001  440.   0.00   0.00    0.1   0.0   1.7   0.0   0.1   0.0      -0.119
15.12.2001  439.  -0.03   0.05    0.4   0.0   1.6   0.0  -0.2   0.0      -0.101
16.12.2001  438.  -0.04   1.46    1.8  -0.1   1.5   0.0  -0.1   0.0      -0.106
17.12.2001  437.  -0.23   2.24    1.2  -0.2   1.4   0.0  -0.3   0.0      -0.101
18.12.2001  436.  -0.21   4.43    2.8  -0.2   1.4   0.0  -0.3   0.0      -0.092
19.12.2001  443.  -0.18   3.54    7.7  -0.2   1.6   0.0  -0.3   0.0       0.117
20.12.2001  442.   0.10   7.31    4.4   0.3   1.9   0.0   0.0   0.0      -0.107

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
21.12.2001  441.  -0.16  26.27   19.5   0.1   1.8   0.0  -0.2   0.0      -0.102
22.12.2001  439.  -0.22  37.16   11.2  -0.1   1.6   0.0  -0.3   0.0      -0.098
23.12.2001  438.  -0.10  37.36    0.4  -0.1   1.5   0.0  -0.1   0.0      -0.105
24.12.2001  437.  -0.13  54.21   16.9  -0.3   1.5   0.0  -0.1   0.0      -0.102
25.12.2001  439.  -0.18  61.40    9.7  -0.6   1.5   0.0  -0.3   0.0       0.106
26.12.2001  438.  -0.18  62.46    1.3  -0.1   1.5   0.0  -0.3   0.0      -0.102
27.12.2001  437.   0.04  81.18   19.3   0.2   1.4   0.0   0.0   0.0      -0.098
28.12.2001  438.   0.09  83.78    5.4   0.1   1.4   0.0  -0.2   0.0       0.096
29.12.2001  439.   0.19  94.31   13.3   0.3   1.5   0.0   0.0   0.0       0.104
30.12.2001  438.  -0.21  97.46    3.6   0.0   1.5   0.0  -0.3   0.0      -0.104
31.12.2001  437.  -0.19  98.74    1.6   0.0   1.4   0.0  -0.3   0.0      -0.099
 1. 1.2002  436.   0.15  98.65    0.3   0.2   1.4   0.0  -0.2   0.0      -0.091
 2. 1.2002  435.   0.04  99.88    1.7   0.1   1.3   0.0  -0.2   0.0      -0.088
 3. 1.2002  434.   0.19  99.52    0.0   0.2   1.2   0.0   0.0   0.0      -0.087
 4. 1.2002  434.   0.39  99.13    0.0   0.4   1.2   0.0   0.0   0.0      -0.086
 5. 1.2002  433.   0.07  98.74    0.0   0.1   1.2   0.0   0.2   0.0      -0.097
 6. 1.2002  432.   0.09 100.70    2.3   0.0   1.1   0.0  -0.2   0.0      -0.093
 7. 1.2002  432.  -0.05 101.32    1.0  -0.1   1.1   0.0  -0.3   0.0      -0.097
 8. 1.2002  431.   0.10 100.92    0.0   0.1   1.0   0.0  -0.1   0.0      -0.095
 9. 1.2002  430.   0.00 100.57    0.0   0.0   1.0   0.0   0.0   0.0      -0.102

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
10. 1.2002  430.   0.00 100.21    0.0   0.0   1.0   0.0   0.0   0.0      -0.104
11. 1.2002  429.   0.05 100.96    1.2   0.1   1.0   0.0   0.0   0.0      -0.099
12. 1.2002  429.  -0.02 104.52    4.0  -0.1   0.9   0.0  -0.3   0.0      -0.098
13. 1.2002  428.  -0.03 104.15    0.0   0.0   0.9   0.0  -0.3   0.0      -0.099
14. 1.2002  428.   0.05 103.79    0.0   0.1   0.9   0.0  -0.1   0.0      -0.096
15. 1.2002  428.   0.05 103.43    0.0   0.1   0.9   0.0  -0.1   0.0      -0.088
16. 1.2002  427.  -0.02 103.81    0.8   0.0   0.9   0.0  -0.2   0.0      -0.086
17. 1.2002  427.   0.07 103.68    0.2   0.1   0.8   0.0  -0.1   0.0      -0.086
18. 1.2002  426.  -0.06 104.58    1.3  -0.1   0.8   0.0  -0.3   0.0      -0.089
19. 1.2002  426.   0.00 110.96    6.9   0.0   0.8   0.0  -0.2   0.0      -0.091
20. 1.2002  437.  -0.08 107.67    8.7  -0.3   1.0   0.0  -0.2   0.0       0.015
21. 1.2002  449.  -0.04  96.80    2.5  -0.6   2.0   0.0  -0.1   0.0       0.086
22. 1.2002  456.   0.19  90.21    3.8   0.0   3.7   0.0   0.0   0.0       0.190
23. 1.2002  459.   0.43  84.45    2.9   0.3   5.6   0.0   0.2   0.0       0.184
24. 1.2002  461.   0.17  76.03    1.9  -0.1   7.6   0.0   0.5   0.0       0.180
25. 1.2002  459.   0.20  74.58    3.3   0.3   7.3   0.0   0.3   0.0      -0.176
26. 1.2002  468.   0.29  64.60   33.9   0.0  35.0   0.0   0.5   0.0       0.152
27. 1.2002  466.   0.23  53.31    6.7  -0.2  20.3   0.0   0.2   0.0      -0.172
28. 1.2002  466.   0.37  39.07    7.8  -0.3  21.5   0.0   0.8   0.0       0.148
29. 1.2002  464.   0.04  26.62    0.7  -0.1  15.4   0.0   1.2   0.0      -0.185

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
30. 1.2002  465.   0.02  10.80    0.3  -0.4  15.5   0.0   0.3   0.0       0.144
31. 1.2002  462.   0.01   1.87    0.2  -0.1  12.0   0.0   0.7   0.0      -0.194
 1. 2.2002  458.   0.02   0.00    0.3   0.0   7.3   0.0   0.5   0.0      -0.237
 2. 2.2002  453.   0.00   0.00    0.0   0.5   4.6   0.0   0.9   0.0      -0.214
 3. 2.2002  449.   0.01   0.00    0.1   0.7   3.3   0.0   1.2   0.0      -0.187
 4. 2.2002  448.   0.14   0.00    2.4   1.0   2.7   0.0   1.5   0.0      -0.123
 5. 2.2002  448.   0.21   0.00    3.4   0.4   2.7   0.0   0.3   0.0       0.065
 6. 2.2002  447.   0.10   0.00    1.7   0.4   2.6   0.0   0.5   0.0      -0.119
 7. 2.2002  445.   0.05   0.00    0.9   0.2   2.4   0.0   0.2   0.0      -0.114
 8. 2.2002  446.   0.21   0.00    3.5   0.3   2.3   0.0   0.3   0.0       0.083
 9. 2.2002  456.   0.09   0.00   13.9   0.1   3.5   0.0   0.1   0.0       0.165
10. 2.2002  460.   0.22   0.00   10.3   0.2   6.2   0.0   0.1   0.0       0.193
11. 2.2002  465.   0.20   0.00   17.4   0.2  12.0   0.0   0.2   0.0       0.258
12. 2.2002  465.   0.50   0.00   17.3   1.0  16.1   0.0   1.2   0.0       0.074
13. 2.2002  458.   0.07   0.00    1.1   0.2   8.6   0.0   0.2   0.0      -0.271
14. 2.2002  453.   0.00   0.00    0.0   0.2   4.7   0.0   0.4   0.0      -0.217
15. 2.2002  450.   0.00   0.00    0.0   0.4   3.4   0.0   0.7   0.0      -0.191
16. 2.2002  447.   0.00   0.00    0.0   0.4   2.7   0.0   0.7   0.0      -0.165
17. 2.2002  444.   0.00   0.00    0.0   0.4   2.3   0.0   0.5   0.0      -0.149
18. 2.2002  443.   0.03   0.00    0.6   0.0   2.0   0.0   0.2   0.0      -0.107

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
19. 2.2002  453.   0.07   0.00   13.5   0.0   2.7   0.0   0.0   0.0       0.142
20. 2.2002  466.   0.26   0.00   22.3   0.3   9.5   0.0   0.2   0.0       0.270
21. 2.2002  457.   0.03   0.00    0.0   0.3   8.6   0.0   0.5   0.0      -0.285
22. 2.2002  456.   0.36   7.42   11.8   0.4   5.1   0.0   0.2   0.0      -0.106
23. 2.2002  453.   0.22   7.93    1.9   0.3   4.3   0.0   0.2   0.0      -0.177
24. 2.2002  450.   0.01   7.78    0.3   0.1   3.4   0.0   0.0   0.0      -0.161
25. 2.2002  467.   0.05  13.50   49.4   0.0  25.6   0.0   0.0   0.0       0.129
26. 2.2002  467.   0.74   0.44   15.3   0.3  29.3   0.0   0.6   0.0      -0.053
27. 2.2002  458.   0.03   0.00    0.4   0.5   9.8   0.0   0.9   0.0      -0.303
